pIndex	Problem	Equation	Relevant Indices	Number of Operators
1416	रम्या 700 रुपये लेकर बाज़ार गई और 600 रुपया का सामान ले आई। उसने 10 रुपये कहीं गिरा दिए। उसके पास अब कितने रुपये हैं?	X = ( ( 700 - 600 ) - 10 )	[0, 1, 2]	2
1417	केया की रसायन विज्ञान की पाठ्यपुस्तक का वज़न 7.125 किलो है और उसकी गणित की पाठ्यपुस्तक का वज़न 0.625 किलो है। गणित की पाठ्यपुस्तक और रसायन विज्ञान की पाठ्यपुस्तक का मिलाकर वज़न कितना होगा?	X = ( 7.125 + 0.625 )	[0, 1]	1
1418	2 संख्याओं का योगफल 6732 है । 1 संख्या 3786 है , दूसरी संख्या ज्ञात कीजिए ?	X = ( 6732 - 3786 )	[1, 3]	1
1419	हरदीप के पास 33 रुपये थे और फिर उसकी माँ ने उसे 32 रुपये दिए। उसे ज़मीन पर 4 रुपये मिले। उसके पास कितना पैसा है?	X = ( ( 33 + 32 ) + 4 )	[0, 1, 2]	2
1421	1 बाल्टी में 3 लीटर पानी है। यदि डेरेक 6.8 लीटर और डालता है, तो कुल कितने लीटर पानी होगा?	X = ( 3 + 6.8 )	[1, 2]	1
1422	श्याम बाजार से 1 अलमारी 65870 रू में एवं 1 पलंग 2628 रु में ख़रीदता है , तो बताओ उसने कुल कितने रुपये खर्च किए ?	X = ( 65870 + 2628 )	[1, 3]	1
1423	6 पक्षी और 3 घोंसले हैं। घोंसलों की तुलना में कितने ज़्यादा पक्षी हैं?	X = ( 6 - 3 )	[0, 1]	1
1426	केया के पास 50 निन्टेंडो गेम थे। फिर उसे 35 और मिले। उसके पास अब कितने हैं?	X = ( 50 + 35 )	[0, 1]	1
1427	गुरप्रीत के कुत्ते के 8 पिल्ले थे और उनमें से 4 पर धब्बे थे। उसने अपने दोस्तों को 4 दिए। उसके पास अब कितने पिल्ले हैं?	X = ( 8 - 4 )	[0, 2]	1
1429	1 हफ़्ते बाद, सोफिया ने यह पूछने के लिए 1 सर्वेक्षण किया कि क्या छात्रों को नया खाना पसंद है। उसे पता चला कि 235 छात्रों को नया खाना पसंद आया जबकि 165 को नहीं पसंद आया। सोफिया के सर्वेक्षण में कितने छात्रों ने हिस्सा लिया?	X = ( 235 + 165 )	[2, 3]	1
1431	स्निग्धा अगले शनिवार अपने दसवे जन्मदिन की पार्टी कर रही है। उसने 64 लोगों को आमंत्रित किया। उसकी माँ ने 36 समोसे बनाए। 16 लोग पार्टी में नहीं आ सके। स्निग्धा की पार्टी में कितने लोग थे?	X = ( 64 - 16 )	[0, 2]	1
1432	अथर्व के पास 64 बेसबॉल कार्ड थे। अपने जन्मदिन के लिए उसे अठारह और मिले। अथर्व के पास कुल कितने कार्ड हैं?	X = ( 64 + 18 )	[0, 'implicit']	1
1434	नाशपाती के पेड़ से सारा ने 6 नाशपाती तोड़ीं और टिम ने 5 नाशपाती तोड़ीं। कुल कितनी नाशपाती तोड़ीं गईं?	X = ( 6 + 5 )	[0, 1]	1
1435	1 डिब्बे में 47 अंडे थे। हैरी ने 5 अंडे निकाल लिए। कितने बचे हैं?	X = ( 47 - 5 )	[1, 2]	1
1439	सीज़र को स्कूल के लिए 563 पृष्ठों की किताब पढ़ने की ज़रूरत है। वह पहले ही 147 पृष्ठ पढ़ चुका है। उसके पास पढ़ने के लिए कितने पृष्ठ बचे हैं?	X = ( 563 - 147 )	[0, 1]	1
1440	काव्या के पास 323 कंचे हैं। शोभा के पास काव्या से 175 अधिक कंचे हैं। शोभा के पास कितने कंचे हैं?	X = ( 323 + 175 )	[0, 1]	1
